Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Units Sold,Price Per Unit,Total Sales,Discount Percentage,Discount Value,Net Sales,Profit,Order ID,Year,Quarter,Month,Weekday,Profit Margin,Customer Name,City,State,Pincode,EmailID,Phone Number,Product Name,Product Line,Price (INR),Promotion Name,Ad Type,Coupon Code,Price Reduction Type
2023-03-26,23,0,P029,3,99,297,0,0.0,297.0,29.7,2260,2023,1,March,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Colgate Toothpaste,Personal Care,99,,,,
2020-07-22,23,0,P006,3,7499,22497,0,0.0,22497.0,2249.7,2413,2020,3,July,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Nike Running Shoes,Footwear,7499,,,,
2021-12-01,23,0,P024,3,2799,8397,0,0.0,8397.0,839.7,2941,2021,4,December,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Backpack,Bags,2799,,,,
2022-10-28,23,0,P025,2,8999,17998,0,0.0,17998.0,1799.8,402,2022,4,October,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,American Tourister Suitcase,Bags,8999,,,,
2022-07-26,23,0,P023,2,1499,2998,0,0.0,2998.0,299.8,727,2022,3,July,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Milton Thermos Flask,Kitchenware,1499,,,,
2021-07-19,23,0,P020,2,12999,25998,0,0.0,25998.0,2599.8,913,2021,3,July,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Fossil Smartwatch,Accessories,12999,,,,
2023-09-30,23,0,P019,2,5999,11998,0,0.0,11998.0,1199.8,1216,2023,3,September,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Titan Wrist Watch,Accessories,5999,,,,
2021-11-24,23,0,P007,2,6999,13998,0,0.0,13998.0,1399.8,2183,2021,4,November,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Adidas Sneakers,Footwear,6999,,,,
2020-12-04,23,0,P001,2,79999,159998,0,0.0,159998.0,15999.8,2334,2020,4,December,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Apple iPhone 14,Electronics,79999,,,,
2022-11-24,23,0,P013,2,15999,31998,0,0.0,31998.0,3199.8,2407,2022,4,November,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Raymond Suit,Clothing,15999,,,,
2021-10-03,23,0,P029,2,99,198,0,0.0,198.0,19.8,2476,2021,4,October,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Colgate Toothpaste,Personal Care,99,,,,
2021-06-06,23,0,P005,2,92499,184998,0,0.0,184998.0,18499.8,2743,2021,2,June,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Apple MacBook Air,Electronics,92499,,,,
2023-12-10,23,0,P002,2,69999,139998,0,0.0,139998.0,13999.8,2999,2023,4,December,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Samsung Galaxy S21,Electronics,69999,,,,
2021-03-01,23,0,P012,2,2999,5998,0,0.0,5998.0,599.8,3064,2021,1,March,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,FabIndia Kurta,Clothing,2999,,,,
2021-12-02,23,0,P021,2,1299,2598,0,0.0,2598.0,259.8,3149,2021,4,December,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Tupperware Lunch Box,Kitchenware,1299,,,,
2022-12-09,23,0,P015,2,8499,16998,0,0.0,16998.0,1699.8,3443,2022,4,December,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,,,,
2023-11-21,23,0,P008,2,5499,10998,0,0.0,10998.0,1099.8,146,2023,4,November,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Sports Shoes,Footwear,5499,,,,
2023-02-13,23,0,P010,1,2199,2199,0,0.0,2199.0,219.9,219,2023,1,February,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Zara Casual Shirt,Clothing,2199,,,,
2022-07-27,23,0,P011,1,1499,1499,0,0.0,1499.0,149.9,896,2022,3,July,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,H&M T-Shirt,Clothing,1499,,,,
2023-07-05,23,0,P022,1,1999,1999,0,0.0,1999.0,199.9,952,2023,3,July,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Borosil Glass Set,Kitchenware,1999,,,,
2021-09-24,23,0,P011,1,1499,1499,0,0.0,1499.0,149.9,1178,2021,3,September,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,H&M T-Shirt,Clothing,1499,,,,
2022-12-19,23,0,P015,1,8499,8499,0,0.0,8499.0,849.9,1247,2022,4,December,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,,,,
2020-08-05,23,0,P030,1,399,399,0,0.0,399.0,39.9,1534,2020,3,August,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Nivea Body Lotion,Personal Care,399,,,,
2020-12-16,23,0,P019,1,5999,5999,0,0.0,5999.0,599.9,1615,2020,4,December,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Titan Wrist Watch,Accessories,5999,,,,
2020-08-02,23,0,P028,1,349,349,0,0.0,349.0,34.9,1688,2020,3,August,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Dove Soap Pack,Personal Care,349,,,,
2020-02-13,23,0,P020,1,12999,12999,0,0.0,12999.0,1299.9,1931,2020,1,February,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Fossil Smartwatch,Accessories,12999,,,,
2021-02-03,23,0,P024,1,2799,2799,0,0.0,2799.0,279.9,2340,2021,1,February,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Backpack,Bags,2799,,,,
2022-08-24,23,0,P009,1,3499,3499,0,0.0,3499.0,349.9,2411,2022,3,August,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Levi's Denim Jeans,Clothing,3499,,,,
2022-01-07,23,0,P028,3,349,1047,0,0.0,1047.0,104.7,851,2022,1,January,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Dove Soap Pack,Personal Care,349,,,,
2021-10-08,23,0,P023,1,1499,1499,0,0.0,1499.0,149.9,2783,2021,4,October,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Milton Thermos Flask,Kitchenware,1499,,,,
2023-10-27,23,0,P022,1,1999,1999,0,0.0,1999.0,199.9,2824,2023,4,October,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Borosil Glass Set,Kitchenware,1999,,,,
2020-02-05,23,0,P020,1,12999,12999,0,0.0,12999.0,1299.9,2978,2020,1,February,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Fossil Smartwatch,Accessories,12999,,,,
2023-03-21,23,0,P028,1,349,349,0,0.0,349.0,34.9,2996,2023,1,March,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Dove Soap Pack,Personal Care,349,,,,
2022-11-29,23,0,P008,1,5499,5499,0,0.0,5499.0,549.9,3069,2022,4,November,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Sports Shoes,Footwear,5499,,,,
2022-06-13,23,0,P008,1,5499,5499,0,0.0,5499.0,549.9,3329,2022,2,June,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Sports Shoes,Footwear,5499,,,,
2021-03-05,23,0,P021,1,1299,1299,0,0.0,1299.0,129.9,3440,2021,1,March,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Tupperware Lunch Box,Kitchenware,1299,,,,
2023-09-28,23,0,P009,1,3499,3499,0,0.0,3499.0,349.9,3473,2023,3,September,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Levi's Denim Jeans,Clothing,3499,,,,
2020-04-15,23,PR001,P005,2,92499,184998,20,36999.6,147998.4,14799.84,240,2020,2,April,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Apple MacBook Air,Electronics,92499,Summer Sale,Email,SUMMER21,20% off
2022-05-26,23,PR001,P010,2,2199,4398,20,879.6,3518.4,351.84,663,2022,2,May,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Zara Casual Shirt,Clothing,2199,Summer Sale,Email,SUMMER21,20% off
2022-04-30,23,PR001,P012,2,2999,5998,20,1199.6,4798.4,479.84,1393,2022,2,April,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,FabIndia Kurta,Clothing,2999,Summer Sale,Email,SUMMER21,20% off
2023-04-15,23,PR001,P026,2,5499,10998,20,2199.6,8798.4,879.84,1464,2023,2,April,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Wildcraft Hiking Bag,Bags,5499,Summer Sale,Email,SUMMER21,20% off
2020-04-26,23,PR001,P015,2,8499,16998,20,3399.6,13598.4,1359.84,1988,2020,2,April,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,Summer Sale,Email,SUMMER21,20% off
2020-05-24,23,PR001,P012,2,2999,5998,20,1199.6,4798.4,479.84,2698,2020,2,May,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,FabIndia Kurta,Clothing,2999,Summer Sale,Email,SUMMER21,20% off
2021-04-26,23,PR001,P014,2,4999,9998,20,1999.6,7998.4,799.84,3146,2021,2,April,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Bajaj Mixer Grinder,Home Appliances,4999,Summer Sale,Email,SUMMER21,20% off
2022-04-26,23,PR001,P003,2,89999,179998,20,35999.6,143998.4,14399.84,3408,2022,2,April,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,"Sony Bravia 55"" TV",Electronics,89999,Summer Sale,Email,SUMMER21,20% off
2023-04-23,23,PR001,P015,3,8499,25497,20,5099.4,20397.6,2039.76,278,2023,2,April,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,Summer Sale,Email,SUMMER21,20% off
2020-05-21,23,PR001,P009,3,3499,10497,20,2099.4,8397.6,839.76,2277,2020,2,May,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Levi's Denim Jeans,Clothing,3499,Summer Sale,Email,SUMMER21,20% off
2023-04-24,23,PR001,P006,3,7499,22497,20,4499.4,17997.6,1799.76,3186,2023,2,April,Monday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Nike Running Shoes,Footwear,7499,Summer Sale,Email,SUMMER21,20% off
2021-07-11,23,PR004,P022,1,1999,1999,50,999.5,999.5,99.95,423,2021,3,July,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Borosil Glass Set,Kitchenware,1999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2020-07-05,23,PR004,P006,1,7499,7499,50,3749.5,3749.5,374.95,2968,2020,3,July,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Nike Running Shoes,Footwear,7499,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2022-07-16,23,PR004,P014,1,4999,4999,50,2499.5,2499.5,249.95,3288,2022,3,July,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Bajaj Mixer Grinder,Home Appliances,4999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2023-07-21,23,0,P023,3,1499,4497,0,0.0,4497.0,449.7,782,2023,3,July,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Milton Thermos Flask,Kitchenware,1499,,,,
2023-09-12,23,0,P011,3,1499,4497,0,0.0,4497.0,449.7,1412,2023,3,September,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,H&M T-Shirt,Clothing,1499,,,,
2023-12-14,23,0,P011,3,1499,4497,0,0.0,4497.0,449.7,2216,2023,4,December,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,H&M T-Shirt,Clothing,1499,,,,
2021-07-09,23,0,P008,3,5499,16497,0,0.0,16497.0,1649.7,1095,2021,3,July,Friday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Sports Shoes,Footwear,5499,,,,
2021-12-11,23,0,P026,3,5499,16497,0,0.0,16497.0,1649.7,2612,2021,4,December,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Wildcraft Hiking Bag,Bags,5499,,,,
2022-12-13,23,0,P002,3,69999,209997,0,0.0,209997.0,20999.7,7,2022,4,December,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Samsung Galaxy S21,Electronics,69999,,,,
2023-09-07,23,0,P029,3,99,297,0,0.0,297.0,29.7,147,2023,3,September,Thursday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Colgate Toothpaste,Personal Care,99,,,,
2021-06-22,23,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,551,2021,2,June,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,,,,
2023-02-15,23,0,P024,3,2799,8397,0,0.0,8397.0,839.7,750,2023,1,February,Wednesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Puma Backpack,Bags,2799,,,,
2020-07-28,23,0,P015,1,8499,8499,0,0.0,8499.0,849.9,2444,2020,3,July,Tuesday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,,,,
2023-03-25,23,0,P009,3,3499,10497,0,0.0,10497.0,1049.7,1072,2023,1,March,Saturday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Levi's Denim Jeans,Clothing,3499,,,,
2023-10-08,23,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,1790,2023,4,October,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Philips Air Fryer,Home Appliances,8499,,,,
2020-10-04,23,0,P030,3,399,1197,0,0.0,1197.0,119.7,1862,2020,4,October,Sunday,10.0,Meera Bansal,Hyderabad    , Telangana     ,500001,23Meera@gmail.com,919906725,Nivea Body Lotion,Personal Care,399,,,,
2021-04-16,24,PR001,P009,3,3499,10497,20,2099.4,8397.6,839.76,1717,2021,2,April,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Levi's Denim Jeans,Clothing,3499,Summer Sale,Email,SUMMER21,20% off
2021-05-17,24,PR001,P004,3,64999,194997,20,38999.4,155997.6,15599.76,2152,2021,2,May,Monday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,HP Pavilion Laptop,Electronics,64999,Summer Sale,Email,SUMMER21,20% off
2020-04-19,24,PR001,P003,3,89999,269997,20,53999.4,215997.6,21599.76,2179,2020,2,April,Sunday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,"Sony Bravia 55"" TV",Electronics,89999,Summer Sale,Email,SUMMER21,20% off
2023-05-13,24,PR001,P015,3,8499,25497,20,5099.4,20397.6,2039.76,2617,2023,2,May,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Philips Air Fryer,Home Appliances,8499,Summer Sale,Email,SUMMER21,20% off
2022-05-19,24,PR001,P022,1,1999,1999,20,399.8,1599.2,159.92,1529,2022,2,May,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Borosil Glass Set,Kitchenware,1999,Summer Sale,Email,SUMMER21,20% off
2022-04-02,24,PR001,P019,1,5999,5999,20,1199.8,4799.2,479.92,2543,2022,2,April,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Titan Wrist Watch,Accessories,5999,Summer Sale,Email,SUMMER21,20% off
2020-04-20,24,PR001,P007,1,6999,6999,20,1399.8,5599.2,559.92,2589,2020,2,April,Monday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Adidas Sneakers,Footwear,6999,Summer Sale,Email,SUMMER21,20% off
2020-07-26,24,PR004,P004,3,64999,194997,50,97498.5,97498.5,9749.85,1866,2020,3,July,Sunday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,HP Pavilion Laptop,Electronics,64999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2022-07-24,24,PR004,P020,2,12999,25998,50,12999.0,12999.0,1299.9,2080,2022,3,July,Sunday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Fossil Smartwatch,Accessories,12999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2023-12-29,24,PR005,P021,2,1299,2598,70,1818.6,779.4,77.94,263,2023,4,December,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Tupperware Lunch Box,Kitchenware,1299,Clearance Sale,In-App,CLEARANCE23,70% off
2023-12-26,24,PR005,P006,3,7499,22497,70,15747.9,6749.1,674.91,642,2023,4,December,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Nike Running Shoes,Footwear,7499,Clearance Sale,In-App,CLEARANCE23,70% off
2022-09-25,24,0,P029,2,99,198,0,0.0,198.0,19.8,2563,2022,3,September,Sunday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Colgate Toothpaste,Personal Care,99,,,,
2020-08-01,24,0,P023,3,1499,4497,0,0.0,4497.0,449.7,49,2020,3,August,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Milton Thermos Flask,Kitchenware,1499,,,,
2022-01-25,24,0,P023,3,1499,4497,0,0.0,4497.0,449.7,457,2022,1,January,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Milton Thermos Flask,Kitchenware,1499,,,,
2021-12-02,24,0,P011,3,1499,4497,0,0.0,4497.0,449.7,821,2021,4,December,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,H&M T-Shirt,Clothing,1499,,,,
2022-12-31,24,0,P008,3,5499,16497,0,0.0,16497.0,1649.7,1463,2022,4,December,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Puma Sports Shoes,Footwear,5499,,,,
2022-09-05,24,0,P027,3,699,2097,0,0.0,2097.0,209.7,175,2022,3,September,Monday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,L'Oreal Shampoo,Personal Care,699,,,,
2020-12-22,24,0,P004,3,64999,194997,0,0.0,194997.0,19499.7,204,2020,4,December,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,HP Pavilion Laptop,Electronics,64999,,,,
2020-10-03,24,0,P001,3,79999,239997,0,0.0,239997.0,23999.7,225,2020,4,October,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple iPhone 14,Electronics,79999,,,,
2023-02-28,24,0,P005,3,92499,277497,0,0.0,277497.0,27749.7,627,2023,1,February,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple MacBook Air,Electronics,92499,,,,
2020-02-08,24,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,701,2020,1,February,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,LG Washing Machine,Home Appliances,24999,,,,
2022-11-09,24,0,P001,3,79999,239997,0,0.0,239997.0,23999.7,964,2022,4,November,Wednesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple iPhone 14,Electronics,79999,,,,
2023-03-28,24,0,P024,3,2799,8397,0,0.0,8397.0,839.7,1094,2023,1,March,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Puma Backpack,Bags,2799,,,,
2022-09-29,24,0,P019,3,5999,17997,0,0.0,17997.0,1799.7,1552,2022,3,September,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Titan Wrist Watch,Accessories,5999,,,,
2023-10-18,24,0,P027,3,699,2097,0,0.0,2097.0,209.7,1774,2023,4,October,Wednesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,L'Oreal Shampoo,Personal Care,699,,,,
2020-06-04,24,0,P005,3,92499,277497,0,0.0,277497.0,27749.7,1943,2020,2,June,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple MacBook Air,Electronics,92499,,,,
2023-11-28,24,0,P017,3,10499,31497,0,0.0,31497.0,3149.7,2029,2023,4,November,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,IFB Microwave Oven,Home Appliances,10499,,,,
2021-07-12,24,0,P017,3,10499,31497,0,0.0,31497.0,3149.7,2037,2021,3,July,Monday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,IFB Microwave Oven,Home Appliances,10499,,,,
2023-09-23,24,0,P005,3,92499,277497,0,0.0,277497.0,27749.7,2076,2023,3,September,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple MacBook Air,Electronics,92499,,,,
2020-12-11,24,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,2335,2020,4,December,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Raymond Suit,Clothing,15999,,,,
2020-07-16,24,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,2377,2020,3,July,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Raymond Suit,Clothing,15999,,,,
2022-09-15,24,0,P014,3,4999,14997,0,0.0,14997.0,1499.7,2462,2022,3,September,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2020-01-21,24,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,2518,2020,1,January,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Philips Air Fryer,Home Appliances,8499,,,,
2023-08-12,24,0,P003,3,89999,269997,0,0.0,269997.0,26999.7,2561,2023,3,August,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,"Sony Bravia 55"" TV",Electronics,89999,,,,
2022-06-10,24,0,P003,3,89999,269997,0,0.0,269997.0,26999.7,2593,2022,2,June,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,"Sony Bravia 55"" TV",Electronics,89999,,,,
2020-07-24,24,0,P005,3,92499,277497,0,0.0,277497.0,27749.7,2848,2020,3,July,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Apple MacBook Air,Electronics,92499,,,,
2021-10-23,24,0,P009,3,3499,10497,0,0.0,10497.0,1049.7,2943,2021,4,October,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Levi's Denim Jeans,Clothing,3499,,,,
2020-12-10,24,0,P014,3,4999,14997,0,0.0,14997.0,1499.7,3128,2020,4,December,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2020-08-08,24,0,P009,3,3499,10497,0,0.0,10497.0,1049.7,3263,2020,3,August,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Levi's Denim Jeans,Clothing,3499,,,,
2020-02-20,24,0,P020,2,12999,25998,0,0.0,25998.0,2599.8,33,2020,1,February,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Fossil Smartwatch,Accessories,12999,,,,
2020-06-05,24,0,P006,2,7499,14998,0,0.0,14998.0,1499.8,82,2020,2,June,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Nike Running Shoes,Footwear,7499,,,,
2023-08-01,24,0,P030,2,399,798,0,0.0,798.0,79.8,111,2023,3,August,Tuesday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Nivea Body Lotion,Personal Care,399,,,,
2022-11-10,24,0,P007,2,6999,13998,0,0.0,13998.0,1399.8,349,2022,4,November,Thursday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Adidas Sneakers,Footwear,6999,,,,
2021-03-20,24,0,P003,2,89999,179998,0,0.0,179998.0,17999.8,395,2021,1,March,Saturday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,"Sony Bravia 55"" TV",Electronics,89999,,,,
2023-02-24,24,0,P004,2,64999,129998,0,0.0,129998.0,12999.8,579,2023,1,February,Friday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,HP Pavilion Laptop,Electronics,64999,,,,
2021-02-14,24,0,P010,2,2199,4398,0,0.0,4398.0,439.8,706,2021,1,February,Sunday,10.0,Mohit Aggarwal,Patna        , Bihar         ,800001,24Mohit@gmail.com,820169596,Zara Casual Shirt,Clothing,2199,,,,
